id,link,content,date,retweets,favorites,mentions,hashtags,Trump or biden
1.21461E+18,https://twitter.com/JoeBiden/status/1214607032113913857,"At 1:00 PM, I'll be speaking about the escalating situation with Iran and the imperative need to restore respected, responsible, and dignified leadership on the world stage. Tune in to watch live: https://t.co/wjXqg8F4Z9",1/7/2020 17:57,935,3823,,,Biden
1.21463E+18,https://twitter.com/JoeBiden/status/1214627763832807424,"Donald Trump is the most reckless &amp; incompetent commander in chief we've ever had. Every day he directs American national security is a dangerous day for the world.

We have to get him out of the White House. Chip in to help make him a one-term president: https://t.co/rvjLIX0Fxy",1/7/2020 19:20,834,3886,,,Biden
1.21464E+18,https://twitter.com/JoeBiden/status/1214641417160724484,"Nicol?≠s Maduro is a dictator. I strongly condemn his regimeÉ??s violent takeover of the Venezuelan National Assembly, the countryÉ??s sole remaining democratic institution. https://t.co/mzrg9e8t5X",1/7/2020 20:14,1289,3151,,,Biden
1.21465E+18,https://twitter.com/JoeBiden/status/1214646310256726016,"I stand with the people of Puerto Rico, our fellow citizens, in this moment of need. ItÉ??s unconscionable that so much of the hard work of disaster recovery continues to be left undone. We've got to deliver concrete support for Puerto Rico now before more lives are lost. https://t.co/b4baNN7hYj",1/7/2020 20:33,1025,3857,,,Biden
1.21467E+18,https://twitter.com/JoeBiden/status/1214669387417952258,"Estoy con el pueblo de Puerto Rico, nuestros conciudadanos, en este momento de necesidad. Es inconcebible que gran parte del arduo trabajo de la recuperaci??n ante desastres a?ßn no se haya hecho. Tenemos que ofrecer apoyo concreto a Puerto Rico antes de que se pierdan m?≠s vidas. https://t.co/b4baNN7hYj",1/7/2020 22:05,588,2172,,,Biden
1.21468E+18,https://twitter.com/JoeBiden/status/1214675579498192898,"Donald Trump says he wants to end endless wars in the Middle East, yet he is bringing us dangerously close to starting a new one. https://t.co/lTXpzBrqQR",1/7/2020 22:30,1398,5326,,,Biden
1.21472E+18,https://twitter.com/JoeBiden/status/1214722638733406209,"IÉ??m going to hold off on commenting on the news tonight until we know more, but there is one thing I will say: Jill and I are keeping our troops and Americans overseas in our prayers. We hope youÉ??ll keep them in yours.",1/8/2020 1:37,10418,92005,,,Biden
1.21498E+18,https://twitter.com/JoeBiden/status/1214980085339623425,"We have to rebuild the middle class. But this time, we have to make sure that people historically left out of the middle class É?? whether due to race, gender, sexual orientation, disability, or religion É?? have the chance to be included in our success. https://t.co/YTwf2WYOYd",1/8/2020 18:40,685,2855,,,Biden
1.21501E+18,https://twitter.com/JoeBiden/status/1215009026125303811,"Pope Francis is absolutely right. As a nation, we have a moral obligation to ensure everyone has access to the care they need. Health care is a right for all É?? not a privilege for the few. https://t.co/c84y4GAMCq",1/8/2020 20:35,2781,13922,,,Biden
1.21505E+18,https://twitter.com/JoeBiden/status/1215054324553764864,"3,820 days É?? that's how long it's been since the federal minimum wage was last raised. ItÉ??s unacceptable. Raising the minimum wage to $15 an hour nationwide should be just our starting point for ensuring workers receive the pay they deserve. https://t.co/pL3qZXsCJu",1/8/2020 23:35,835,2870,,,Biden
1.21507E+18,https://twitter.com/JoeBiden/status/1215069324538499072,Gabby is one of the strongest people I know. The resilience she has shown is remarkable. I'm inspired by her courage in turning tragedy into purpose and grateful for her relentless determination to make our country a safer place for all. https://t.co/PHlQy6cxYF,1/9/2020 0:34,720,4094,,,Biden
1.21508E+18,https://twitter.com/JoeBiden/status/1215082272682119170,"I'm thankful no one was hurt in last night's attack. But we're only in this mess because Donald Trump pulled out of the Iran Deal (which even his advisors said was working), turned his back on our allies, and had no strategy for what comes next.",1/9/2020 1:26,4776,27199,,,Biden
1.21508E+18,https://twitter.com/JoeBiden/status/1215082273822953472,"Instead of using his statement today to lay out a coherent strategy on Iran, Donald Trump used it to mislead the country on the Obama-Biden record. He's been President for three years. It's time he stops blaming President Obama for his failures.",1/9/2020 1:26,2064,11053,,,Biden
1.2153E+18,https://twitter.com/JoeBiden/status/1215298432958529537,"We are so much better than who Donald Trump thinks we are. We donÉ??t have to give in to his dark, petty, angry vision of America. We can choose to be the more perfect union we have always aspired to be É?? and restore the soul of this nation. https://t.co/nkD23GxirG",1/9/2020 15:45,3882,18878,,,Biden
1.21536E+18,https://twitter.com/JoeBiden/status/1215358611024678913,Facebook continues to put their profits over the truth É?? allowing politicians like Donald Trump to spend an unthinkable amount of money on paid disinformation. Our democracy is worse off for their failure to confront this. https://t.co/sKaAjHsKc7,1/9/2020 19:44,2267,7056,,,Biden
1.21539E+18,https://twitter.com/JoeBiden/status/1215393056603561984,This election is about the soul of America É?? and a nation that allows our epidemic of school shootings to continue has a troubled soul. We have to beat the @NRA and get weapons of war off our streets. Lives depend on it. https://t.co/WtSljHo3ka,1/9/2020 22:01,909,2856,,,Biden
1.21546E+18,https://twitter.com/JoeBiden/status/1215457388825923584,"I started the Cancer Moonshot so we could be the generation that finally cures cancer.

You then tried to slash nearly $1 billion for cancer funding.

We're lucky that the cancer rate is down, but we're luckier that Congress stopped you. https://t.co/MY3BtXMLoE",1/10/2020 2:16,9367,38663,,,Biden
1.21565E+18,https://twitter.com/JoeBiden/status/1215653271961919489,"Donald Trump brought us dangerously close to starting a new war with Iran without any semblance of a plan.

This moment requires a leader who will be ready on day one to pick up the pieces and repair the damage Trump has caused. https://t.co/HDNnbR8tEB",1/10/2020 15:15,2437,9443,,,Biden
1.2157E+18,https://twitter.com/JoeBiden/status/1215703603098288129,"I've released 21 years of my tax returns. Why haven't you released any of yours, Mr. President?

Release your taxes or hush up about corruption. https://t.co/g1C7l4imKW",1/10/2020 18:35,7786,33806,,,Biden
1.21574E+18,https://twitter.com/JoeBiden/status/1215740345113141248,"Make no mistake: the situation with Iran is a crisis of Donald Trump's own making. He brought us to the brink of war with no plan and no strategy.

He is the most erratic and incompetent commander in chief we've ever had. https://t.co/LkmJvh1FAn",1/10/2020 21:01,6325,24095,,,Biden
1.21579E+18,https://twitter.com/JoeBiden/status/1215786650137055234,"Being a nation of immigrants is and has always been one of our greatest strengths. Our diversity has always made us stronger, but Donald Trump doesnÉ??t get that. https://t.co/W8ORewXTYA",1/11/2020 0:05,1371,6236,,,Biden
1.21581E+18,https://twitter.com/JoeBiden/status/1215808474501844992,"Firefighters represent the best of America É?? courageous, selfless, and always answering the call to duty. I'm grateful to those who are heading to help our friends in Australia battle devastating wildfires. https://t.co/ncemFZLB6M",1/11/2020 1:31,1735,9961,,,Biden
1.21605E+18,https://twitter.com/JoeBiden/status/1216053407779360768,Members of Teamsters Local 104 are striking against ASARCO for their unfair labor practicesÉ??I called into the picket line to support them. Every company should provide its workers with the pay and benefits they've earnedÉ??especially one that pulls in over $1 billion in profits. https://t.co/Pm1EYxodmU,1/11/2020 17:45,582,1950,,,Biden
1.21606E+18,https://twitter.com/JoeBiden/status/1216056642313359361,Congratulations to President Tsai and the people of Taiwan for another successful election. You are stronger because of your free and open society. The United States should continue strengthening our ties with Taiwan and other like-minded democracies. https://t.co/NAt6ldYpRj,1/11/2020 17:57,1651,8445,,,Biden
1.21608E+18,https://twitter.com/JoeBiden/status/1216081341965590529,What kind of nation are we if we simply accept that kids learn active shooter drills with their ABCs? We have to take on the @NRA and pass common-sense gun safety reforms to protect our children. https://t.co/d76FxbwBuB,1/11/2020 19:36,2540,9943,,,Biden
1.21611E+18,https://twitter.com/JoeBiden/status/1216109024040476672,I've seen firsthand how hard our educators work for little pay and with few resources. They deserve better. It's time we support our educators by giving them the pay and dignity they deserve. https://t.co/d1o4WnUNrt,1/11/2020 21:26,944,3817,,,Biden
1.21616E+18,https://twitter.com/JoeBiden/status/1216160510183428096,"I want to congratulate my friend Iowa Attorney General Tom Miller on making history. I've known Tom for years, he has never been afraid to take on the tough fights and has always served with honor and integrityÉ??Iowa and our nation are better because of it. https://t.co/plv5WDvUbc",1/12/2020 0:50,343,1906,,,Biden
1.21642E+18,https://twitter.com/JoeBiden/status/1216422087138693120,"Thank you for your endorsement, Mayor @EricGarcetti. IÉ??m proud to walk with firefighters, Angelenos, and Americans. And today, IÉ??m proud to walk with you. LetÉ??s do this. https://t.co/I01t0L2wXI",1/12/2020 18:10,750,3445,,,Biden
1.21642E+18,https://twitter.com/JoeBiden/status/1216424855257534464,"Gracias por su apoyo, Mayor @EricGarcetti. Estoy orgulloso de caminar junto a los bomberos, los Angelenos, y los Americanos. Y hoy, me siento orgulloso de caminar junto a ti. Vamos. https://t.co/X0WRq7QEnD",1/12/2020 18:21,211,926,,,Biden
1.21646E+18,https://twitter.com/JoeBiden/status/1216464610318061577,"TrumpÉ??s reckless policies have needlessly endangered our interests in the Middle East. But none of us should be under any illusions about the Iranian regime, and the Iranian people É?? like all people everywhere É?? have the right to peaceful protest. The world should support them.",1/12/2020 20:58,2552,12940,,,Biden
1.2165E+18,https://twitter.com/JoeBiden/status/1216495106037035011,"ThereÉ??s enormous opportunity once we get rid of Donald Trump. We can:

- Address the climate emergency
- Build a more inclusive middle class
- Build on Obamacare
- Ensure our government works for everyone É?? not just the powerful",1/12/2020 23:00,7624,43524,,,Biden
1.21655E+18,https://twitter.com/JoeBiden/status/1216546909579567104,Puerto Rico should not be treated any differently than if this happened anywhere else in America É?? it's wrong. We should be surging all the help that is needed to fix the damage done by the earthquakes. https://t.co/AIAuQy2Fjs,1/13/2020 2:26,2683,10299,,,Biden
1.21676E+18,https://twitter.com/JoeBiden/status/1216758302421352451,"Cory, you campaigned with joy and heart, and instead of just talking about bringing people together, you did it every day. You made our politics better just by running. Grateful to you and looking forward to your continued leadership.",1/13/2020 16:26,4238,38098,,,Biden
1.21679E+18,https://twitter.com/JoeBiden/status/1216788361198866434,"Come on. Your administration has been arguing in court to repeal protections for people with pre-existing conditions.

You're trying to take health care away from millions of people. The least you could do is be honest about it. https://t.co/T0XxHFgy44",1/13/2020 18:25,8357,29696,,,Biden
1.21682E+18,https://twitter.com/JoeBiden/status/1216818448900263938,"Donald Trump has no strategy when it comes to Iran. No endgame. The only way out of his self-made crisis is through diplomacy É?? clear-eyed, hard-nosed diplomacy grounded in strategy, that's not about one-off decisions or one-upmanship. https://t.co/yfb8OE98Xu",1/13/2020 20:25,1571,6097,,,Biden
1.21684E+18,https://twitter.com/JoeBiden/status/1216842742145462275,"Transit workers are being attacked every day, often while buses are moving, putting bus drivers and riders in harm's way. That's why I strongly support the Transit Worker and Pedestrian Protection Act to protect our workers from harm while doing their job. https://t.co/4nbHsjtKRr",1/13/2020 22:01,309,1277,,,Biden
1.21687E+18,https://twitter.com/JoeBiden/status/1216873556241416193,"When we said to give us your tired, poor, and huddled masses, we absolutely did not mean ""unless they are fleeing violence."" https://t.co/OeIWRpPC8I",1/14/2020 0:03,1271,5362,,,Biden
1.21689E+18,https://twitter.com/JoeBiden/status/1216888913199013889,"The stakes of this election could not be higher. Eight years of Donald Trump will fundamentally alter the character of our nation. We can't let that happen.

We have to do everything in our power to make him a one-term president.",1/14/2020 1:05,2971,14779,,,Biden
1.21691E+18,https://twitter.com/JoeBiden/status/1216906004308414465,"From day one, Donald Trump has been determined to roll back every environmental protection he could get his hands on.

At a time when the climate crisis is pushing our planet to the brink, we should strengthen protections É?? not weaken them. https://t.co/RPfnT2Fz9y",1/14/2020 2:12,2606,8056,,,Biden
1.21692E+18,https://twitter.com/JoeBiden/status/1216920521369096192,"I'm married to a teacher, I see firsthand how difficult it is. We've got to let educators do their job so our students can succeed - that means paying them the salaries they deserve and giving them the respect that they've earned. https://t.co/iRLj2DPa2o",1/14/2020 3:10,1918,9386,,,Biden
1.21709E+18,https://twitter.com/JoeBiden/status/1217091659076337664,"Why are you so obsessed with me, Mr. President? https://t.co/BbAawEvQo6",1/14/2020 14:30,9081,44544,,,Biden
1.21715E+18,https://twitter.com/JoeBiden/status/1217145604691771392,"WeÉ??re in a battle for the soul of our nation É?? and Donald Trump is poison to our soul. He has:

- Fanned the flames of hatred and bigotry
- Embraced dictators
- Ripped children from their parents' arms
- Degraded our national character

We have to get him out of the White House.",1/14/2020 18:05,7776,35409,,,Biden
1.2172E+18,https://twitter.com/JoeBiden/status/1217198381812080643,"Donald Trump has once again sided with corporations over American workers by making it easier for them to get away with wage theft and overtime violations.

It's time we put workers' rights over corporate greed and ensure everyone has the workplace protections they deserve. https://t.co/6SgkalkZCT",1/14/2020 21:34,1579,4426,,,Biden
1.21725E+18,https://twitter.com/JoeBiden/status/1217250530164183040,So much of whatÉ??s tearing this country apart can be fixed if we treat each other with basic dignity and respect once again. That starts with having a president who leads by example. https://t.co/izfs0K7Jk0,1/15/2020 1:01,1367,6665,,,Biden
1.21726E+18,https://twitter.com/JoeBiden/status/1217261367234711552,"IÉ??m about to step on stage for tonightÉ??s #DemDebate in Iowa. Make sure to follow along here and on @TeamJoe for updates throughout the night, and tune in to @CNN at 9 PM ET to watch live!",1/15/2020 1:45,275,1551,,,Biden
1.21727E+18,https://twitter.com/JoeBiden/status/1217267798025568256,In 2009 President Obama asked me to oversee our effort to bring home our combat troops. IÉ??ll put my record and my judgment up against anyone in terms of who is the right person to be Commander in Chief. #DemDebate,1/15/2020 2:10,313,1291,,,Biden
1.21727E+18,https://twitter.com/JoeBiden/status/1217268959508078592,"When Trump discarded the Iran nuclear deal he promised it would produce a É??betterÉ?ù one and curb Iranian aggressionÉ??the reverse happened. Iran has restarted its nuclear program and become more provocative. IÉ??ll return to smart, disciplined diplomacy to address the threats we face.",1/15/2020 2:15,284,1040,,,Biden
1.21727E+18,https://twitter.com/JoeBiden/status/1217269640893734912,No one should shed a tear for Qassem Soleimani. But TrumpÉ??s reckless escalation and thoughtless withdrawal from the Iran nuclear deal has made America less safe. We need a return to diplomacy and a steady hand at the wheel to navigate an increasingly dangerous world. #DemDebate,1/15/2020 2:17,594,2505,,,Biden
1.21727E+18,https://twitter.com/JoeBiden/status/1217270360443424768,ThereÉ??s a big difference between sending tens of thousands of American combat troops to the Middle East indefinitely É?? which I oppose and will end É?? and using small teams of special forces to support local forces doing the fighting to advance our common security. #DemDebate,1/15/2020 2:20,252,922,,,Biden
1.21727E+18,https://twitter.com/JoeBiden/status/1217270827873460226,No president can take our country to war without the informed consent of the American people. #DemDebate,1/15/2020 2:22,407,2164,,,Biden
1.21727E+18,https://twitter.com/JoeBiden/status/1217273974427652097,"I wouldnÉ??t meet with Kim Jong Un without pre-conditions. By meeting with him, Donald Trump gave Kim Jong Un what he was looking for: legitimacy. I will work closely with our allies and hold China accountable for its lack of pressure on the Kim regimeÉ??s bad behavior. #DemDebate",1/15/2020 2:35,420,2106,,,Biden
1.21728E+18,https://twitter.com/JoeBiden/status/1217275855401103360,"If we donÉ??t write the global rules of the road for trade, cyber, climate change, and so much more, they may be written by China or other nations that donÉ??t share our values. #DemDebate",1/15/2020 2:42,255,996,,,Biden
1.21728E+18,https://twitter.com/JoeBiden/status/1217280340114448384,"IÉ??ve been very clear about what my health care plan would do: Build on Obamacare by giving Americans more choice, reducing health care costs, and making our health care system easier to navigate. #DemDebate",1/15/2020 3:00,388,1659,,,Biden
1.21728E+18,https://twitter.com/JoeBiden/status/1217281361247178752,Medicare should be able to negotiate prices with drug companies. #DemDebate,1/15/2020 3:04,232,1055,,,Biden
1.21728E+18,https://twitter.com/JoeBiden/status/1217284316973207553,"Under the Biden administration, labor and environmental groups will be at the table to negotiate trade agreements. Period. https://t.co/gKXwU2SpVu",1/15/2020 3:16,260,988,,,Biden
1.21729E+18,https://twitter.com/JoeBiden/status/1217286036092604417,"Make no mistake, the situation with Iran is a crisis of Donald TrumpÉ??s own making. He claimed walking away from the Iran deal would deter Iranian aggression and result in a better deal. He failed on both accounts. https://t.co/S2nsclIN1B",1/15/2020 3:23,455,1660,,,Biden
1.21729E+18,https://twitter.com/JoeBiden/status/1217288891625025537,Child care is personal to me: I was a single parent as a young senator. I commuted home to Delaware every night to tuck my kids into bed. Child care should be affordable for every parent. #DemDebate,1/15/2020 3:34,567,3118,,,Biden
1.21729E+18,https://twitter.com/JoeBiden/status/1217289913969840130,"Republicans have savaged my only surviving son. TheyÉ??ve spread lies about me that networks wonÉ??t even carry. It doesnÉ??t matter if they go after me.

As President of the United States, I have to be able to not only fight É?? I have to heal. And thatÉ??s what IÉ??ll do if IÉ??m elected.",1/15/2020 3:38,6322,39378,,,Biden
1.2173E+18,https://twitter.com/JoeBiden/status/1217296167870115841,"Look, IÉ??ve been the object of Donald TrumpÉ??s affection now more than anyone else on this stage. IÉ??ve taken all the hits heÉ??s delivered, and IÉ??m only getting stronger in the polls. #DemDebate",1/15/2020 4:03,1439,8396,,,Biden
1.2173E+18,https://twitter.com/JoeBiden/status/1217298932151263232,"With just 20 days until the Iowa Caucus, we need your help to fuel our campaign. Every donationÉ??big or smallÉ??goes a long way in this homestretch.

If you liked what you heard at tonight's #DemDebate, please chip in what you can to keep our momentum going: https://t.co/oHhLJeow4L",1/15/2020 4:14,197,573,,,Biden
1.2173E+18,https://twitter.com/JoeBiden/status/1217299473128443904,"This is the United States of America. ThereÉ??s not a single thing beyond our capacity, if we do it together. LetÉ??s go do it. #DemDebate",1/15/2020 4:16,696,3936,,,Biden
1.21732E+18,https://twitter.com/JoeBiden/status/1217321765174759424,"I just got off the debate stage in Iowa, where we're in the homestretch before the caucus. With just 19 days left, every dollar counts.

Chip in if you're ready to take back this country and make Donald Trump a one-term president: https://t.co/dZBws0E8HE https://t.co/DJDvE02g5l",1/15/2020 5:45,485,2114,,,Biden
1.21749E+18,https://twitter.com/JoeBiden/status/1217493376267886594,"Historically Black Colleges and Universities have always been the heartbeat of our countryÉ??s fight for justice. ThatÉ??s why IÉ??ll invest $70 billion in HBCUs and Minority-Serving Institutions.

When HBCUs rise, we all riseÉ??join HBCU Students for Biden today: https://t.co/oZQOh9KPTt https://t.co/HqlwjwgeTU",1/15/2020 17:06,780,2501,,,Biden
1.21752E+18,https://twitter.com/JoeBiden/status/1217516800369405952,"Cornell is right É?? everything is at stake this November. We have to get Donald Trump out of the White House and unite this country. Because if we come together and act as one America, there is nothing that we can't accomplish. https://t.co/RkNCr4M0ag",1/15/2020 18:40,766,2904,,,Biden
1.21755E+18,https://twitter.com/JoeBiden/status/1217546999433744386,"I'm ready to debate Donald Trump on the economy. The American people are getting clobbered, and the wealthy are the only ones doing well. We have to rebuild the middle class, and this time, make sure everyone comes along. https://t.co/C36Kym6X8J",1/15/2020 20:40,975,4054,,,Biden
1.21757E+18,https://twitter.com/JoeBiden/status/1217570907176046592,"IÉ??m proud that today, our campaign is launching HBCU Students for Biden. This program will be dedicated to helping HBCU students throughout the country learn how to organize for our campaign. 

Sign up here: https://t.co/uDMyQf9hHx https://t.co/blPhAsMK1m",1/15/2020 22:15,185,632,,,Biden
1.21758E+18,https://twitter.com/JoeBiden/status/1217583673282789377,"This seems like a great reason to rejoin the Paris Agreement, @realDonaldTrump. https://t.co/HHI4KUokcF",1/15/2020 23:05,1595,8544,,,Biden
1.2176E+18,https://twitter.com/JoeBiden/status/1217604963825848320,"My thoughts and prayers are with Mustafa Kassem's family at this difficult time. His death, after six years in an Egyptian jail, is an outrage. Americans unjustly detained anywhere in the world deserve our governmentÉ??s full support and relentless efforts to secure their release. https://t.co/aWpCb3VJHO",1/16/2020 0:30,574,2141,,,Biden
1.21761E+18,https://twitter.com/JoeBiden/status/1217613689068642305,"I'm more optimistic about our future today than I was when I got elected to the Senate as a 29-year-old. If we come together and unite this country, there's not a single thing we can't do. https://t.co/LGNHTgei6W",1/16/2020 1:05,1068,5285,,,Biden
1.21764E+18,https://twitter.com/JoeBiden/status/1217637216937267206,"America has never lived up to our promise of equality for all, but we've never stopped trying. Virginia brought us closer to that highest ideal today by ratifying the long overdue #ERA.

Women's rights should be explicitly in our ConstitutionÉ??not left to the whims of legislators. https://t.co/F4E4PYEo0f",1/16/2020 2:38,578,2731,,,Biden
1.21786E+18,https://twitter.com/JoeBiden/status/1217864525640278020,"If true, this constitutes an unprecedented attack on our Foreign Service. Amb. Yovanovitch spent her life advancing U.S. interests, only to be defamed by this administration. Our diplomats deserve better. It's inexcusable that Sec. Pompeo won't defend them. https://t.co/R3rCeQEKX9",1/16/2020 17:41,1417,5383,,,Biden
